species_name,bin_uri,Habitat,Adult Diet,Larval Diet
Limnophyes minimus,21_500,SemiAquatic,NonFeeding,Saprophagous
Simulium furculatum,21_853,Aquatic,Nectar/Pollen/Honeydew Feeding and Parasitic,Detritus and Algae Feeding
Tanytarsus recurvatus,21_921,Aquatic,NonFeeding,Detritus and Algae Feeding
Limnophyes natalensis,22_500,SemiAquatic,NonFeeding,Saprophagous
Bradysia impatiens,23_118,Terrestrial,NonFeeding,"Leaf/Root/Stem Feeding, Mycophagous and Saprophagous"
Drosophila falleni,23_302,Terrestrial,Saprophagous,Saprophagous
Eudorylas sp. ON6,23_334,Terrestrial,Nectar/Pollen/Honeydew Feeding,Parasitoid
Fannia spathiophora,23_365,Terrestrial,Nectar/Pollen/Honeydew Feeding and Saprophagous,Saprophagous
Limnophyes minimus,23_500,SemiAquatic,NonFeeding,Saprophagous
Mycetophila perpallida,23_590,Terrestrial,Nectar/Pollen/Honeydew Feeding,Mycophagous
Phaonia pallidisquama,23_710,Terrestrial,Nectar/Pollen/Honeydew Feeding and Saprophagous,Predaceous
Pipunculus hertzogi,23_738,Terrestrial,Nectar/Pollen/Honeydew Feeding,Parasitoid
Simulium vittatum complex,23_853,Aquatic,Nectar/Pollen/Honeydew Feeding and Parasitic,Detritus and Algae Feeding
Tetanocera plumosa,23_931,Aquatic,Nectar/Pollen/Honeydew Feeding,Predaceous
Aedes melanimon,24_14,Aquatic,Nectar/Pollen/Honeydew Feeding and Parasitic,Detritus and Algae Feeding
Chironomus atrella,24_173,Aquatic,NonFeeding,Detritus and Algae Feeding
Coenosia octopunctata,24_204,Terrestrial,Predaceous,Predaceous
Corynoptera trepida,24_225,Terrestrial,NonFeeding,Saprophagous
Dolichopus diversipennis,24_296,SemiAquatic,Predaceous,Predaceous
Eudorylas subopacus,24_334,Terrestrial,Nectar/Pollen/Honeydew Feeding,Parasitoid
Fannia brooksi,24_365,Terrestrial,Nectar/Pollen/Honeydew Feeding and Saprophagous,Saprophagous
Phaonia luteva,24_710,Terrestrial,Nectar/Pollen/Honeydew Feeding and Saprophagous,Predaceous
Spilogona zaitzevi,24_875,Aquatic,Predaceous,Predaceous
Coenosia tigrina,25_204,Terrestrial,Predaceous,Predaceous
Drosophila subquinaria,25_302,Terrestrial,Saprophagous,Mycophagous
Platypalpus nr. hyaenoides,25_741,Terrestrial,Predaceous,Predaceous
Chironomus sp. 9TE,26_173,Aquatic,NonFeeding,Detritus and Algae Feeding
Cricotopus sp. 18ES,26_228,Aquatic,NonFeeding,Leaf/Root/Stem Feeding and Detritus and Algae Feeding
Orthocladius mallochi,26_651,Aquatic,NonFeeding,Detritus and Algae Feeding
Rhamphomyia laevigata,26_804,Terrestrial,Nectar/Pollen/Honeydew Feeding and Predaceous,Predaceous
Cricotopus vierriensis,27_228,Aquatic,NonFeeding,Leaf/Root/Stem Feeding and Detritus and Algae Feeding
Dolichopus comatus,27_296,SemiAquatic,Predaceous,Predaceous
Megaselia pleuralis,28_537,Terrestrial,Nectar/Pollen/Honeydew Feeding,Saprophagous
Ablabesmyia aspera,3_1,Aquatic,NonFeeding,Predaceous
Boettcheria latisterna,3_104,Terrestrial,Nectar/Pollen/Honeydew Feeding and Saprophagous,Predaceous or Parasitoid
Botanophila striolata,3_112,Terrestrial,Nectar/Pollen/Honeydew Feeding,Leaf/Root/Stem Feeding and Mycophagous
Bradysia inusitata,3_118,Terrestrial,NonFeeding,"Leaf/Root/Stem Feeding, Mycophagous and Saprophagous"
Bradysiopsis vittigera,3_119,Terrestrial,NonFeeding,Saprophagous
Camptochaeta hirtula,3_136,Terrestrial,NonFeeding,Saprophagous
Campylocheta townsendi,3_139,Terrestrial,Nectar/Pollen/Honeydew Feeding,Parasitoid
Campylomyza dilatata,3_140,Terrestrial,NonFeeding,Mycophagous
Cerodontha muscina,3_151,Terrestrial,Leaf/Root/Stem Feeding,Leaf/Root/Stem Feeding
Conchapelopia pallens,3_208,Aquatic,NonFeeding,Predaceous
Condylostylus patibulatus,3_209,SemiAquatic,Predaceous,Predaceous
Cordilura atrata,3_219,Terrestrial,Predaceous,Leaf/Root/Stem Feeding
Cratyna fulvicauda,3_227,Terrestrial,NonFeeding,Saprophagous
Dicrotendipes modestus,3_276,Aquatic,NonFeeding,Detritus and Algae Feeding
Dorylomorpha simplex,3_299,Terrestrial,Nectar/Pollen/Honeydew Feeding,Parasitoid
Dryomyza anilis,3_304,Terrestrial,Saprophagous,Saprophagous
Gymnophora subarcuata,3_394,Terrestrial,Nectar/Pollen/Honeydew Feeding and Parasitic,Saprophagous
Leptocera erythrocera,3_480,Terrestrial,Saprophagous,Saprophagous
Anthomyia pluvialis,3_49,Terrestrial,Nectar/Pollen/Honeydew Feeding,Saprophagous
Limnophila rufibasis,3_498,Aquatic,NonFeeding,Saprophagous
Limnophora sp. 2 AKR,3_499,Aquatic,Predaceous,Predaceous
Anthomyza vockerothi,3_50,Terrestrial,Nectar/Pollen/Honeydew Feeding,Saprophagous
Limonia immatura,3_502,Terrestrial,NonFeeding,Saprophagous
Liriomyza baptisiae,3_507,Terrestrial,Leaf/Root/Stem Feeding,Leaf/Root/Stem Feeding
Lispe uliginosa,3_508,Aquatic,Predaceous,Predaceous
Apallates coxendix,3_54,Terrestrial,Nectar/Pollen/Honeydew Feeding,Leaf/Root/Stem Feeding
Metalimnobia immatura,3_558,Terrestrial,NonFeeding,Mycophagous
Metriocnemus sp. 4ES,3_561,Aquatic,NonFeeding,Leaf/Root/Stem Feeding and Detritus and Algae Feeding
Mycetophila ocellus,3_590,Terrestrial,Nectar/Pollen/Honeydew Feeding,Mycophagous
Mydaea occidentalis,3_593,Terrestrial,Nectar/Pollen/Honeydew Feeding and Saprophagous,Predaceous
Neophyllomyza quadricornis,3_616,Terrestrial,Nectar/Pollen/Honeydew Feeding and Kleptoparasitic,Saprophagous
Orfelia nemoralis,3_648,Terrestrial,Unclear,Predaceous
Ormosia rubella,3_649,SemiAquatic,NonFeeding,Saprophagous
Paracladopelma winnelli,3_667,Aquatic,NonFeeding,Detritus and Algae Feeding
Paramyia silvestris,3_676,Terrestrial,Nectar/Pollen/Honeydew Feeding and Kleptoparasitic,Saprophagous
Pegoplata nigroscutellata,3_693,Terrestrial,Nectar/Pollen/Honeydew Feeding,Saprophagous
Peyerimhoffia vagabunda,3_705,Terrestrial,NonFeeding,Saprophagous
Phaonia bysia,3_710,Terrestrial,Nectar/Pollen/Honeydew Feeding and Saprophagous,Predaceous
Phytosciara plusiochaeta,3_734,Terrestrial,NonFeeding,Leaf/Root/Stem Feeding
Psectrocladius fennicus,3_768,Aquatic,NonFeeding,Detritus and Algae Feeding
Pseudocoenosia solitaria,3_774,Terrestrial,Predaceous,Predaceous
Pseudolycoriella brunnea,3_778,Terrestrial,NonFeeding,Saprophagous
Pullimosina pullula,3_793,Terrestrial,Saprophagous,Leaf/Root/Stem Feeding
Ravinia planifrons,3_799,Terrestrial,Nectar/Pollen/Honeydew Feeding and Saprophagous,Saprophagous
Sarcophaga caerulescens,3_825,Terrestrial,Nectar/Pollen/Honeydew Feeding and Saprophagous,Saprophagous
Scaptomyza adusta,3_828,Terrestrial,Leaf/Root/Stem Feeding,Leaf/Root/Stem Feeding
Scathophaga stercoraria,3_830,Terrestrial,Nectar/Pollen/Honeydew Feeding and Predaceous,Saprophagous
Sciara humeralis,3_840,Terrestrial,NonFeeding,Saprophagous
Sericomyia militaris,3_851,Aquatic,Nectar/Pollen/Honeydew Feeding,Saprophagous
Spilogona novemmaculata,3_875,Aquatic,Predaceous,Predaceous
Stegopterna sp.,3_879,Aquatic,Nectar/Pollen/Honeydew Feeding and Parasitic,Detritus and Algae Feeding
Suillia loewi,3_896,Terrestrial,Unclear,Mycophagous
Sylvicola punctatus,3_897,Terrestrial,Nectar/Pollen/Honeydew Feeding,Saprophagous
Temnostoma venustum,3_926,SemiAquatic,Nectar/Pollen/Honeydew Feeding,Saprophagous
Thaumatomyia trifasciata,3_935,Terrestrial,Nectar/Pollen/Honeydew Feeding,Predaceous
Thricops tarsalis,3_943,Terrestrial,Nectar/Pollen/Honeydew Feeding,Predaceous
Bicellaria furcifer,3_95,Terrestrial,Predaceous,Predaceous
Trachyopella nuda,3_951,Terrestrial,Saprophagous,Saprophagous
Xylophagus reflectens,3_992,Terrestrial,Nectar/Pollen/Honeydew Feeding,Saprophagous
Megaselia spinigera,30_537,Terrestrial,Nectar/Pollen/Honeydew Feeding,Saprophagous
Rhamphomyia nigrita,30_804,Terrestrial,Nectar/Pollen/Honeydew Feeding and Predaceous,Predaceous
Bradysia placida,31_118,Terrestrial,NonFeeding,"Leaf/Root/Stem Feeding, Mycophagous and Saprophagous"
Bradysia browni,32_118,Terrestrial,NonFeeding,"Leaf/Root/Stem Feeding, Mycophagous and Saprophagous"
Fannia corvina,33_365,Terrestrial,Nectar/Pollen/Honeydew Feeding and Saprophagous,Saprophagous
Tanytarsus dendyi,33_921,Aquatic,NonFeeding,Detritus and Algae Feeding
Dolichopus sp. nr. remus,34_296,SemiAquatic,Predaceous,Predaceous
Megaselia agarici,34_537,Terrestrial,Nectar/Pollen/Honeydew Feeding,Saprophagous
Cricotopus tibialis,35_228,Aquatic,NonFeeding,Leaf/Root/Stem Feeding and Detritus and Algae Feeding
Megaselia hirtiventris,35_537,Terrestrial,Nectar/Pollen/Honeydew Feeding,Saprophagous
Simulium defoliarti,35_853,Aquatic,Nectar/Pollen/Honeydew Feeding and Parasitic,Detritus and Algae Feeding
Tanytarsus inaequalis,35_921,Aquatic,NonFeeding,Detritus and Algae Feeding
Bradysia urticae,36_118,Terrestrial,NonFeeding,"Leaf/Root/Stem Feeding, Mycophagous and Saprophagous"
Fannia subpellucens,36_365,Terrestrial,Nectar/Pollen/Honeydew Feeding and Saprophagous,Saprophagous
Simulium tuberosum complex,36_853,Aquatic,Nectar/Pollen/Honeydew Feeding and Parasitic,Detritus and Algae Feeding
Tanytarsus herrmanni,36_921,Aquatic,NonFeeding,Detritus and Algae Feeding
Dolichopus hastatus,37_296,SemiAquatic,Predaceous,Predaceous
Fannia ungulata,37_365,Terrestrial,Nectar/Pollen/Honeydew Feeding and Saprophagous,Saprophagous
Rhamphomyia debilis grp. sp. BJS7,37_804,Terrestrial,Nectar/Pollen/Honeydew Feeding and Predaceous,Predaceous
Simulium verecundum complex,37_853,Aquatic,Nectar/Pollen/Honeydew Feeding and Parasitic,Detritus and Algae Feeding
Tanytarsus lugens,37_921,Aquatic,NonFeeding,Detritus and Algae Feeding
Bradysia cellarum,38_118,Terrestrial,NonFeeding,Leaf/Root/Stem Feeding and Mycophagous
Tanytarsus wirthi,38_921,Aquatic,NonFeeding,Detritus and Algae Feeding
Dolichopus stenhammari,39_296,SemiAquatic,Predaceous,Predaceous
Fannia armata,39_365,Terrestrial,Nectar/Pollen/Honeydew Feeding and Saprophagous,Saprophagous
Megaselia lombardorum,39_537,Terrestrial,Nectar/Pollen/Honeydew Feeding,Saprophagous
Tanytarsus mendax,39_921,Aquatic,NonFeeding,Detritus and Algae Feeding
Boettcheria cimbicis,4_104,Terrestrial,Nectar/Pollen/Honeydew Feeding and Saprophagous,Predaceous or Parasitoid
Calycomyza majuscula,4_131,Terrestrial,Leaf/Root/Stem Feeding,Leaf/Root/Stem Feeding
Camptochaeta uniformis,4_136,Terrestrial,NonFeeding,Saprophagous
Cephalops sp. CAN2,4_145,Terrestrial,Nectar/Pollen/Honeydew Feeding,Parasitoid
Coelosia gracilis,4_201,Terrestrial,Nectar/Pollen/Honeydew Feeding,Mycophagous
Coenosia mollicula,4_204,Terrestrial,Predaceous,Predaceous
Conioscinella triorbiculata,4_211,Terrestrial,Nectar/Pollen/Honeydew Feeding,Leaf/Root/Stem Feeding
Drosophila tripunctata,4_302,Terrestrial,Saprophagous,Mycophagous
Elachiptera nigriceps,4_309,Terrestrial,Nectar/Pollen/Honeydew Feeding,Saprophagous
Fucellia tergina,4_371,Terrestrial,Nectar/Pollen/Honeydew Feeding,Leaf/Root/Stem Feeding or Saprophagous
Gimnomera tibialis,4_375,Terrestrial,Predaceous,Leaf/Root/Stem Feeding
Heleodromia pullata,4_406,Terrestrial,Nectar/Pollen/Honeydew Feeding and Predaceous,Predaceous
Helina reversio,4_409,Terrestrial,Nectar/Pollen/Honeydew Feeding and Saprophagous,Predaceous
Hydrellia notata,4_436,Aquatic,Polyphagous,Leaf/Root/Stem Feeding
Iteaphila orchestris,4_458,Terrestrial,Nectar/Pollen/Honeydew Feeding,Predaceous
Lasiomma latipenne,4_469,Terrestrial,Nectar/Pollen/Honeydew Feeding,Leaf/Root/Stem Feeding
Limnophora uniseta,4_499,Aquatic,Predaceous,Predaceous
Lispe albitarsis,4_508,Aquatic,Predaceous,Predaceous
Lispocephala erythrocera,4_509,Terrestrial,Predaceous,Predaceous
Metalimnobia triocellata,4_558,Terrestrial,NonFeeding,Mycophagous
Minettia lupulina,4_575,Terrestrial,Nectar/Pollen/Honeydew Feeding and Mycophagous,Saprophagous
Mycetophila sp. CJB4,4_590,Terrestrial,Nectar/Pollen/Honeydew Feeding,Mycophagous
Mydaea detrita,4_593,Terrestrial,Nectar/Pollen/Honeydew Feeding and Saprophagous,Predaceous
Parachironomus tenuicaudatus,4_665,Aquatic,NonFeeding,Detritus and Algae Feeding
Paraphaenocladius impensus,4_677,SemiAquatic,NonFeeding,Detritus and Algae Feeding
Paratanytarsus sp. 1ES,4_683,Aquatic,NonFeeding,Detritus and Algae Feeding
Phora carlina,4_718,Terrestrial,Nectar/Pollen/Honeydew Feeding and Parasitic,Predaceous
Pollenia griseotomentosa,4_749,Terrestrial,Nectar/Pollen/Honeydew Feeding and Saprophagous,Parasitoid
Procladius sp. 1ES,4_759,Aquatic,NonFeeding,Predaceous
Psila lateralis,4_783,Terrestrial,Leaf/Root/Stem Feeding,Leaf/Root/Stem Feeding
Rachispoda limosa,4_796,SemiAquatic,Saprophagous,Saprophagous
Ravinia querula,4_799,Terrestrial,Nectar/Pollen/Honeydew Feeding and Saprophagous,Saprophagous
Scaptomyza montana,4_828,Terrestrial,Leaf/Root/Stem Feeding,Leaf/Root/Stem Feeding
Schwenckfeldina quadrispinosa,4_838,Terrestrial,NonFeeding,Saprophagous
Sepsis neocynipsea,4_849,Terrestrial,Nectar/Pollen/Honeydew Feeding and Saprophagous,Saprophagous
Smittia sp. ES11,4_859,Terrestrial,NonFeeding,Detritus and Algae Feeding
Stempellinella fimbriata,4_880,Aquatic,NonFeeding,Detritus and Algae Feeding
Suillia nemorum,4_896,Terrestrial,Unclear,Mycophagous
Actia diffidens,4_9,Terrestrial,Nectar/Pollen/Honeydew Feeding,Parasitoid
Symplecta cana,4_900,Aquatic,NonFeeding,Saprophagous
Sympycnus lineatus,4_901,SemiAquatic,Predaceous,Predaceous
Syrphus torvus,4_911,Terrestrial,Nectar/Pollen/Honeydew Feeding,Predaceous
Tipula hewitti,4_944,Aquatic,NonFeeding,Detritus and Algae Feeding
Bicellaria bisetosa,4_95,Terrestrial,Predaceous,Predaceous
Vitisiella brevicauda,4_981,Terrestrial,NonFeeding,Leaf/Root/Stem Feeding
Bradysia trivittata,40_118,Terrestrial,NonFeeding,"Leaf/Root/Stem Feeding, Mycophagous and Saprophagous"
Fannia sociella,40_365,Terrestrial,Nectar/Pollen/Honeydew Feeding and Saprophagous,Saprophagous
Bradysia fungicola,41_118,Terrestrial,NonFeeding,Leaf/Root/Stem Feeding
Dolichopus sp. SEB13 nr. boreus,41_296,SemiAquatic,Predaceous,Predaceous
Megaselia pongsaiae,41_537,Terrestrial,Nectar/Pollen/Honeydew Feeding,Saprophagous
Bradysia excelsa,42_118,Terrestrial,NonFeeding,Leaf/Root/Stem Feeding
Megaselia wiegmanae,43_537,Terrestrial,Nectar/Pollen/Honeydew Feeding,Saprophagous
Megaselia hirticrus,44_537,Terrestrial,Nectar/Pollen/Honeydew Feeding,Saprophagous
Megaselia variana,45_537,Terrestrial,Nectar/Pollen/Honeydew Feeding,Saprophagous
Dolichopus sp. SEB01,46_296,SemiAquatic,Predaceous,Predaceous
Megaselia nigriceps,48_537,Terrestrial,Nectar/Pollen/Honeydew Feeding,Saprophagous
Megaselia pulicaria complex,49_537,Terrestrial,Nectar/Pollen/Honeydew Feeding,Saprophagous
Blera scitula,5_102,SemiAquatic,Nectar/Pollen/Honeydew Feeding,Saprophagous
Clusiodes melanostomus,5_195,Terrestrial,Nectar/Pollen/Honeydew Feeding and Saprophagous,Unclear
Coenosia frisoni,5_204,Terrestrial,Predaceous,Predaceous
Cratyna keilini,5_227,Terrestrial,NonFeeding,Saprophagous
Culex territans,5_238,Aquatic,Nectar/Pollen/Honeydew Feeding and Parasitic,Detritus and Algae Feeding
Dichopygina duplicis,5_271,Terrestrial,NonFeeding,Saprophagous
Elachiptera decipiens,5_309,Terrestrial,Nectar/Pollen/Honeydew Feeding,Saprophagous
Forcipomyia sp. 2ES,5_369,Terrestrial,Nectar/Pollen/Honeydew Feeding and Parasitic,Saprophagous
Lasiomma nr. picipes,5_469,Terrestrial,Nectar/Pollen/Honeydew Feeding,Leaf/Root/Stem Feeding
Lispe tentaculata,5_508,Aquatic,Predaceous,Predaceous and Saprophagous
Lispocephala alma,5_509,Terrestrial,Predaceous,Predaceous
Lonchoptera bifurcata,5_513,Terrestrial,Nectar/Pollen/Honeydew Feeding,Saprophagous
Microtendipes pedellus,5_573,Aquatic,NonFeeding,Detritus and Algae Feeding
Mydaea nr. winnemana,5_593,Terrestrial,Nectar/Pollen/Honeydew Feeding and Saprophagous,Predaceous
Nanocladius anderseni,5_601,Aquatic,NonFeeding,Detritus and Algae Feeding
Ophiomyia quinta,5_643,Terrestrial,Leaf/Root/Stem Feeding,Leaf/Root/Stem Feeding
Oscinella sp. TAW6,5_653,Terrestrial,Nectar/Pollen/Honeydew Feeding,Leaf/Root/Stem Feeding
Paraphaenocladius cf. nasthecus,5_677,SemiAquatic,NonFeeding,Detritus and Algae Feeding
Paratanytarsus sp. TE04,5_683,Aquatic,NonFeeding,Detritus and Algae Feeding
Asteromyia tumifica,5_70,Terrestrial,NonFeeding,Mycophagous
Phaonia apicata,5_710,Terrestrial,Nectar/Pollen/Honeydew Feeding and Saprophagous,Predaceous
Platycheirus yukonensis,5_739,Terrestrial,Nectar/Pollen/Honeydew Feeding,Predaceous
Pollenia rudis,5_749,Terrestrial,Nectar/Pollen/Honeydew Feeding and Saprophagous,Parasitoid
Rhagio mystaceus,5_802,Terrestrial,Predaceous,Predaceous
Sarcophaga sinuata,5_825,Terrestrial,Nectar/Pollen/Honeydew Feeding and Saprophagous,Saprophagous
Scaptomyza pallida,5_828,Terrestrial,Leaf/Root/Stem Feeding,Leaf/Root/Stem Feeding
Simulium sp. BOLDAAB1114,5_853,Aquatic,Nectar/Pollen/Honeydew Feeding and Parasitic,Detritus and Algae Feeding
Suillia barberi,5_896,Terrestrial,Unclear,Mycophagous
Sylvicola alternatus,5_897,Terrestrial,Nectar/Pollen/Honeydew Feeding,Saprophagous
Bibio slossonae,5_94,Terrestrial,Nectar/Pollen/Honeydew Feeding,Leaf/Root/Stem Feeding and Saprophagous
Tomosvaryella sp. SK1,5_948,Terrestrial,Nectar/Pollen/Honeydew Feeding,Parasitoid
Xylota subfasciata,5_994,SemiAquatic,Nectar/Pollen/Honeydew Feeding,Saprophagous
Dolichopus brevipennis,51_296,SemiAquatic,Predaceous,Predaceous
Megaselia lucifrons,51_537,Terrestrial,Nectar/Pollen/Honeydew Feeding,Saprophagous
Megaselia berndseni,52_537,Terrestrial,Nectar/Pollen/Honeydew Feeding,Saprophagous
Rhamphomyia pendens,52_804,Terrestrial,Nectar/Pollen/Honeydew Feeding and Predaceous,Predaceous
Megaselia lucifrons,53_537,Terrestrial,Nectar/Pollen/Honeydew Feeding,Saprophagous
Claustropyga acanthostyla,54_190,Terrestrial,NonFeeding,Saprophagous
Megaselia arcticae,54_537,Terrestrial,Nectar/Pollen/Honeydew Feeding,Saprophagous
Rhamphomyia latilobata,54_804,Terrestrial,Nectar/Pollen/Honeydew Feeding and Predaceous,Predaceous
Megaselia largifrontalis,55_537,Terrestrial,Nectar/Pollen/Honeydew Feeding,Saprophagous
Megaselia lutea,58_537,Terrestrial,Nectar/Pollen/Honeydew Feeding,Saprophagous
Megaselia pulicaria complex,59_537,Terrestrial,Nectar/Pollen/Honeydew Feeding,Saprophagous
Ablabesmyia americana,6_1,Aquatic,NonFeeding,Predaceous
Blaesoxipha hunteri,6_100,Terrestrial,Nectar/Pollen/Honeydew Feeding and Saprophagous,Parasitoid
Blera nigra,6_102,SemiAquatic,Nectar/Pollen/Honeydew Feeding,Saprophagous
Bradysia flavipila,6_118,Terrestrial,NonFeeding,"Leaf/Root/Stem Feeding, Mycophagous and Saprophagous"
Chrysops vittatus,6_177,Aquatic,Nectar/Pollen/Honeydew Feeding and Parasitic,Predaceous or Saprophagous
Cladotanytarsus atridorsum,6_186,Aquatic,NonFeeding,Detritus and Algae Feeding
Conioscinella triorbiculata,6_211,Terrestrial,Nectar/Pollen/Honeydew Feeding,Leaf/Root/Stem Feeding
Corynoptera subparvula,6_225,Terrestrial,NonFeeding,Saprophagous
Cratyna nobilis,6_227,Terrestrial,NonFeeding,Saprophagous
Dasyhelea incisurata,6_256,Aquatic,Nectar/Pollen/Honeydew Feeding,Detritus and Algae Feeding
Delia extensa,6_260,Terrestrial,Nectar/Pollen/Honeydew Feeding,Leaf/Root/Stem Feeding
Dichopygina aculeata,6_271,Terrestrial,NonFeeding,Saprophagous
Eristalis rupium,6_327,Aquatic,Nectar/Pollen/Honeydew Feeding,Saprophagous
Forcipomyia cf. acidicola,6_369,Terrestrial,Nectar/Pollen/Honeydew Feeding and Parasitic,Saprophagous
Iteaphila macquarti,6_458,Terrestrial,Nectar/Pollen/Honeydew Feeding,Predaceous
Micropsectra logani,6_571,Aquatic,NonFeeding,Detritus and Algae Feeding
Muscina sp. 1 AKR,6_587,Terrestrial,Nectar/Pollen/Honeydew Feeding and Saprophagous,Predaceous
Ormosia affinis,6_649,SemiAquatic,NonFeeding,Saprophagous
Phaonia fuscana,6_710,Terrestrial,Nectar/Pollen/Honeydew Feeding and Saprophagous,Predaceous
Phytoliriomyza dorsata,6_731,Terrestrial,Leaf/Root/Stem Feeding,Leaf/Root/Stem Feeding
Prosimulium travisi,6_763,Aquatic,Nectar/Pollen/Honeydew Feeding and Parasitic,Detritus and Algae Feeding and Predaceous
Psychoda phalaenoides,6_786,SemiAquatic,Nectar/Pollen/Honeydew Feeding and Parasitic,Detritus and Algae Feeding
Sargus decorus,6_826,Terrestrial,Nectar/Pollen/Honeydew Feeding,Saprophagous
Scatopsciara geophila,6_832,Terrestrial,NonFeeding,Saprophagous
Sepsis punctum,6_849,Terrestrial,Nectar/Pollen/Honeydew Feeding and Saprophagous,Saprophagous
Suillia apicalis,6_896,Terrestrial,Unclear,Mycophagous
Sylvicola cinctus,6_897,Terrestrial,Nectar/Pollen/Honeydew Feeding,Saprophagous
Bibio nervosus,6_94,Terrestrial,Nectar/Pollen/Honeydew Feeding,Leaf/Root/Stem Feeding and Saprophagous
Megaselia longicostalis,61_537,Terrestrial,Nectar/Pollen/Honeydew Feeding,Saprophagous
Megaselia shatesae,62_537,Terrestrial,Nectar/Pollen/Honeydew Feeding,Saprophagous
Megaselia eccoptomera,64_537,Terrestrial,Nectar/Pollen/Honeydew Feeding,Saprophagous
Megaselia subpalpalis,65_537,Terrestrial,Nectar/Pollen/Honeydew Feeding,Saprophagous
Tipula serta,65_944,Aquatic,NonFeeding,Detritus and Algae Feeding
Tipula paludosa,67_944,Terrestrial,NonFeeding,Leaf/Root/Stem Feeding and Saprophagous
Boletina dissipata,7_106,Terrestrial,Nectar/Pollen/Honeydew Feeding,Leaf/Root/Stem Feeding
Camptochaeta flagellifera,7_136,Terrestrial,NonFeeding,Saprophagous
Cricotopus sp. 13ES,7_228,Aquatic,NonFeeding,Leaf/Root/Stem Feeding and Detritus and Algae Feeding
Culicoides travisi,7_239,SemiAquatic,Nectar/Pollen/Honeydew Feeding and Parasitic,Detritus and Algae Feeding
Culiseta inornata,7_240,Aquatic,Nectar/Pollen/Honeydew Feeding and Parasitic,Detritus and Algae Feeding
Dicrotendipes tritomus,7_276,Aquatic,NonFeeding,Detritus and Algae Feeding
Helina pectinata,7_409,Terrestrial,Nectar/Pollen/Honeydew Feeding and Saprophagous,Predaceous
Limonia nubeculosa,7_502,Terrestrial,NonFeeding,Saprophagous
Megaselia infraposita,7_537,Terrestrial,Nectar/Pollen/Honeydew Feeding,Saprophagous
Metalimnobia solitaria,7_558,Terrestrial,NonFeeding,Mycophagous
Molophilus oligacanthus,7_578,SemiAquatic,NonFeeding,Saprophagous
Parakiefferiella scandica,7_673,Aquatic,NonFeeding,Detritus and Algae Feeding
Pegomya winthemi,7_692,Terrestrial,Nectar/Pollen/Honeydew Feeding,Leaf/Root/Stem Feeding
Pherbellia tenuipes,7_713,Aquatic,Nectar/Pollen/Honeydew Feeding,Parasitoid
Prosimulium mixtum,7_763,Aquatic,Nectar/Pollen/Honeydew Feeding and Parasitic,Detritus and Algae Feeding and Predaceous
Psectrocladius sordidellus,7_768,Aquatic,NonFeeding,Detritus and Algae Feeding
Tomosvaryella sp. ON16,7_948,Terrestrial,Nectar/Pollen/Honeydew Feeding,Parasitoid
Camptochaeta delicata,8_136,Terrestrial,NonFeeding,Saprophagous
Cheilosia latrans,8_167,Terrestrial,Nectar/Pollen/Honeydew Feeding,Leaf/Root/Stem Feeding
Forcipomyia glauca,8_369,Terrestrial,Nectar/Pollen/Honeydew Feeding and Parasitic,Saprophagous
Helina rufitibia,8_409,Terrestrial,Nectar/Pollen/Honeydew Feeding and Saprophagous,Predaceous
Micropsectra recurvata,8_571,Aquatic,NonFeeding,Detritus and Algae Feeding
Paraphaenocladius impensus,8_677,SemiAquatic,NonFeeding,Detritus and Algae Feeding
Peromyia perpusilla,8_704,Terrestrial,NonFeeding,Mycophagous
Procladius cf. fuscus,8_759,Aquatic,NonFeeding,Predaceous
Prosimulium arvum,8_763,Aquatic,Nectar/Pollen/Honeydew Feeding and Parasitic,Detritus and Algae Feeding and Predaceous
Psychoda alternata,8_786,SemiAquatic,Nectar/Pollen/Honeydew Feeding and Parasitic,Detritus and Algae Feeding
Sarcophaga aldrichi,8_825,Terrestrial,Nectar/Pollen/Honeydew Feeding and Saprophagous,Saprophagous
Spelobia tufta,8_866,Terrestrial,Saprophagous,Saprophagous
Bibio fraternus,8_94,Terrestrial,Nectar/Pollen/Honeydew Feeding,Leaf/Root/Stem Feeding and Saprophagous
Boletina onegensis,9_106,Terrestrial,Nectar/Pollen/Honeydew Feeding,Leaf/Root/Stem Feeding
Aedes vexans,9_14,Aquatic,Nectar/Pollen/Honeydew Feeding and Parasitic,Detritus and Algae Feeding
Chalarus latifrons,9_163,Terrestrial,Nectar/Pollen/Honeydew Feeding,Parasitoid
Coenosia verralli,9_204,Terrestrial,Predaceous,Predaceous
Cratyna longispina,9_227,Terrestrial,NonFeeding,Saprophagous
Forcipomyia titillans,9_369,Terrestrial,Nectar/Pollen/Honeydew Feeding and Parasitic,Saprophagous
Helina cinerella,9_409,Terrestrial,Nectar/Pollen/Honeydew Feeding and Saprophagous,Predaceous
Liriomyza helianthi,9_507,Terrestrial,Leaf/Root/Stem Feeding,Leaf/Root/Stem Feeding
Megaselia giraudii,9_537,Terrestrial,Nectar/Pollen/Honeydew Feeding,Saprophagous
Micropsectra nigripila,9_571,Aquatic,NonFeeding,Detritus and Algae Feeding
Paraphaenocladius brevinervis,9_677,SemiAquatic,NonFeeding,Detritus and Algae Feeding
Paratanytarsus sp. TE03,9_683,Aquatic,NonFeeding,Detritus and Algae Feeding
