species_name,bin_uri,Habitat,Adult Diet,Larval Diet
Cricotopus tibialis,35_228,Aquatic,N/A,Phytophagous
Megaselia hirtiventris,35_537,Terrestrial,Saprophagous,Saprophagous
Simulium defoliarti,35_853,Aquatic,Predaceous,Saprophagous
Tanytarsus inaequalis,35_921,Aquatic,N/A,Saprophagous
Bradysia urticae,36_118,Terrestrial,N/A,Fungivore & Phytophagous
Fannia subpellucens,36_365,Terrestrial,Saprophagous,Saprophagous
Simulium tuberosum complex,36_853,Aquatic,Predaceous,Saprophagous
Tanytarsus herrmanni,36_921,Aquatic,N/A,Saprophagous
Dolichopus hastatus,37_296,SemiAquatic,Predaceous,Predaceous
Fannia ungulata,37_365,Terrestrial,Saprophagous,Saprophagous
Rhamphomyia debilis grp. sp. BJS7,37_804,Terrestrial,Predaceous,Predaceous
Simulium verecundum complex,37_853,Aquatic,Saprophagous,Saprophagous
Tanytarsus lugens,37_921,Aquatic,N/A,Saprophagous
Bradysia cellarum,38_118,Terrestrial,N/A,Fungivore & Phytophagous
Tanytarsus wirthi,38_921,Aquatic,N/A,Saprophagous
Dolichopus stenhammari,39_296,SemiAquatic,Predaceous,Predaceous
Fannia armata,39_365,Terrestrial,Saprophagous,Saprophagous
Megaselia lombardorum,39_537,Terrestrial,Saprophagous,Saprophagous
Tanytarsus mendax,39_921,Aquatic,N/A,Saprophagous
Boettcheria cimbicis,4_104,Terrestrial,Saprophagous,Saprophagous
Calycomyza majuscula,4_131,Terrestrial,Phytophagous,Phytophagous
Camptochaeta uniformis,4_136,Terrestrial,N/A,Fungivore
Cephalops sp. CAN2,4_145,Terrestrial,Phytophagous,Parasitic
Coelosia gracilis,4_201,Terrestrial,N/A,Fungivore
Coenosia mollicula,4_204,Terrestrial,Predaceous,Predaceous
Conioscinella triorbiculata,4_211,Terrestrial,Phytophagous,Phytophagous
Drosophila tripunctata,4_302,Terrestrial,Fungivore & Phytophagous,Fungivore & Phytophagous
Elachiptera nigriceps,4_309,Terrestrial,Phytophagous,Phytophagous
Fucellia tergina,4_371,Terrestrial,Phytophagous,Phytophagous
Gimnomera tibialis,4_375,Terrestrial,Predaceous,Phytophagous
Heleodromia pullata,4_406,Terrestrial,Predaceous,Predaceous
Helina reversio,4_409,Terrestrial,Saprophagous,Saprophagous
Hydrellia notata,4_436,Aquatic,Predaceous,Phytophagous
Iteaphila orchestris,4_458,Terrestrial,Phytophagous,Phytophagous
Lasiomma latipenne,4_469,Terrestrial,Phytophagous,Phytophagous
Limnophora uniseta,4_499,Terrestrial,Predaceous,Predaceous
Lispe albitarsis,4_508,Aquatic,Predaceous,Predaceous
Lispocephala erythrocera,4_509,Terrestrial,Predaceous,Predaceous
Metalimnobia triocellata,4_558,SemiAquatic,N/A,Saprophagous
Minettia lupulina,4_575,Terrestrial,Fungivore & Phytophagous,Saprophagous
Mycetophila sp. CJB4,4_590,Terrestrial,N/A,Fungivore
Mydaea detrita,4_593,Terrestrial,Phytophagous,Predaceous
Parachironomus tenuicaudatus,4_665,Aquatic,N/A,Phytophagous
Paraphaenocladius impensus,4_677,Aquatic,N/A,Phytophagous
Paratanytarsus sp. 1ES,4_683,Aquatic,N/A,Saprophagous
Phora carlina,4_718,Terrestrial,Saprophagous,Saprophagous
Pollenia griseotomentosa,4_749,Terrestrial,Phytophagous,Parasitic
Procladius sp. 1ES,4_759,Aquatic,N/A,Predaceous
Psila lateralis,4_783,Terrestrial,Phytophagous,Phytophagous
Rachispoda limosa,4_796,SemiAquatic,N/A,Saprophagous
Ravinia querula,4_799,Terrestrial,Saprophagous,Saprophagous
Scaptomyza montana,4_828,Terrestrial,Saprophagous,Saprophagous
Schwenckfeldina quadrispinosa,4_838,Terrestrial,N/A,Saprophagous
Sepsis neocynipsea,4_849,Terrestrial,Saprophagous & Phytophagous,Saprophagous & Phytophagous
Smittia sp. ES11,4_859,Terrestrial,N/A,Phytophagous
Stempellinella fimbriata,4_880,Aquatic,N/A,Phytophagous
Suillia nemorum,4_896,Terrestrial,N/A,Fungivore
Actia diffidens,4_9,Terrestrial,Phytophagous,Parasitic
Symplecta cana,4_900,SemiAquatic,N/A,Saprophagous
Sympycnus lineatus,4_901,SemiAquatic,Predaceous,Predaceous
Syrphus torvus,4_911,Terrestrial,Phytophagous,Predaceous
Tipula hewitti,4_944,Aquatic,Phytophagous,Phytophagous
Bicellaria bisetosa,4_95,Terrestrial,Predaceous,Predaceous
Vitisiella brevicauda,4_981,Terrestrial,N/A,Phytophagous
Bradysia trivittata,40_118,Terrestrial,N/A,Fungivore & Phytophagous
Fannia sociella,40_365,Terrestrial,Saprophagous,Saprophagous
Bradysia fungicola,41_118,Terrestrial,N/A,Fungivore & Phytophagous
Dolichopus sp. SEB13 nr. boreus,41_296,SemiAquatic,Predaceous,Predaceous
Megaselia pongsaiae,41_537,Terrestrial,Saprophagous,Saprophagous
Bradysia excelsa,42_118,Terrestrial,N/A,Fungivore & Phytophagous
Megaselia wiegmanae,43_537,Terrestrial,Saprophagous,Saprophagous
Megaselia hirticrus,44_537,Terrestrial,Saprophagous,Saprophagous
Megaselia variana,45_537,Terrestrial,Saprophagous,Saprophagous
Dolichopus sp. SEB01,46_296,SemiAquatic,Predaceous,Predaceous
Megaselia nigriceps,48_537,Terrestrial,Saprophagous,Saprophagous
Megaselia pulicaria complex,49_537,Terrestrial,Saprophagous,Saprophagous
Blera scitula,5_102,Terrestrial,Phytophagous,Phytophagous
Clusiodes melanostomus,5_195,Terrestrial,Saprophagous,Saprophagous
Coenosia frisoni,5_204,Terrestrial,Predaceous,Predaceous
Cratyna keilini,5_227,Terrestrial,N/A,Saprophagous
Culex territans,5_238,Aquatic,Predaceous & Phytophagous,Omnivores 
Dichopygina duplicis,5_271,Terrestrial,N/A,Saprophagous
Elachiptera decipiens,5_309,Terrestrial,Phytophagous,Phytophagous
Forcipomyia sp. 2ES,5_369,Terrestrial,Predaceous & Phytophagous,Omnivores 
Lasiomma nr. picipes,5_469,Terrestrial,Phytophagous,Phytophagous
Lispe tentaculata,5_508,Terrestrial,Predaceous,Predaceous
Lispocephala alma,5_509,Terrestrial,Predaceous,Predaceous
Lonchoptera bifurcata,5_513,Terrestrial,Phytophagous,Saprophagous
Microtendipes pedellus,5_573,Aquatic,N/A,Phytophagous
Mydaea nr. winnemana,5_593,Terrestrial,Phytophagous,Predaceous
Nanocladius anderseni,5_601,Aquatic,N/A,Saprophagous
Ophiomyia quinta,5_643,Terrestrial,Phytophagous,Phytophagous
Oscinella sp. TAW6,5_653,Terrestrial,Phytophagous,Phytophagous
Paraphaenocladius cf. nasthecus,5_677,Aquatic,N/A,Phytophagous
Paratanytarsus sp. TE04,5_683,Aquatic,N/A,Saprophagous
Asteromyia tumifica,5_70,Terrestrial,N/A,Fungivore
Phaonia apicata,5_710,Terrestrial,Phytophagous,Predaceous
Platycheirus yukonensis,5_739,Terrestrial,Phytophagous,Predaceous
Pollenia rudis,5_749,Terrestrial,Phytophagous,Parasitic
Rhagio mystaceus,5_802,Terrestrial,Predaceous,Predaceous
Sarcophaga sinuata,5_825,Terrestrial,Saprophagous,Saprophagous
Scaptomyza pallida,5_828,Terrestrial,Saprophagous,Saprophagous
Simulium sp. BOLDAAB1114,5_853,Aquatic,Predaceous,Saprophagous
Suillia barberi,5_896,Terrestrial,N/A,Fungivore
Sylvicola alternatus,5_897,Terrestrial,Phytophagous,Predaceous
Bibio slossonae,5_94,Terrestrial,N/A,Saprophagous
Tomosvaryella sp. SK1,5_948,Terrestrial,Phytophagous,Parasitic
Xylota subfasciata,5_994,Terrestrial,Phytophagous,Phytophagous
Dolichopus brevipennis,51_296,SemiAquatic,Predaceous,Predaceous
Megaselia lucifrons,51_537,Terrestrial,Saprophagous,Saprophagous
Megaselia berndseni,52_537,Terrestrial,Saprophagous,Saprophagous
Rhamphomyia pendens,52_804,Terrestrial,Predaceous,Predaceous
Megaselia lucifrons,53_537,Terrestrial,Saprophagous,Saprophagous
Claustropyga acanthostyla,54_190,Terrestrial,N/A,Saprophagous
Megaselia arcticae,54_537,Terrestrial,Saprophagous,Saprophagous
Rhamphomyia latilobata,54_804,Terrestrial,Predaceous,Predaceous
Megaselia largifrontalis,55_537,Terrestrial,Saprophagous,Saprophagous
Megaselia lutea,58_537,Terrestrial,Saprophagous,Saprophagous
Megaselia pulicaria complex,59_537,Terrestrial,Saprophagous,Saprophagous
Ablabesmyia americana,6_1,Aquatic,N/A,Phytophagous
Blaesoxipha hunteri,6_100,Terrestrial,Saprophagous,Parasitic
Blera nigra,6_102,Terrestrial,Phytophagous,Phytophagous
Bradysia flavipila,6_118,Terrestrial,N/A,Fungivore & Phytophagous
Chrysops vittatus,6_177,Aquatic,Predaceous & Phytophagous,Phytophagous
Cladotanytarsus atridorsum,6_186,Aquatic,N/A,Phytophagous
Conioscinella triorbiculata,6_211,Terrestrial,Phytophagous,Phytophagous
Corynoptera subparvula,6_225,Terrestrial,N/A,Saprophagous
Cratyna nobilis,6_227,Terrestrial,N/A,Saprophagous
Dasyhelea incisurata,6_256,SemiAquatic,Predaceous & Phytophagous,Omnivores 
Delia extensa,6_260,Terrestrial,Phytophagous,Phytophagous
Dichopygina aculeata,6_271,Terrestrial,N/A,Saprophagous
Eristalis rupium,6_327,Aquatic,Phytophagous,Saprophagous
Forcipomyia cf. acidicola,6_369,Terrestrial,Predaceous & Phytophagous,Omnivores 
Iteaphila macquarti,6_458,Terrestrial,Phytophagous,Phytophagous
Micropsectra logani,6_571,Aquatic,N/A,Phytophagous
Muscina sp. 1 AKR,6_587,Terrestrial,Saprophagous,Saprophagous
Ormosia affinis,6_649,SemiAquatic,N/A,Saprophagous
Phaonia fuscana,6_710,Terrestrial,Phytophagous,Predaceous
Phytoliriomyza dorsata,6_731,Terrestrial,Phytophagous,Phytophagous
Prosimulium travisi,6_763,Aquatic,Predaceous & Phytophagous,Phytophagous
Psychoda phalaenoides,6_786,SemiAquatic,Saprophagous,Saprophagous
Sargus decorus,6_826,Terrestrial,N/A,Phytophagous
Scatopsciara geophila,6_832,Terrestrial,N/A,Phytophagous
Sepsis punctum,6_849,Terrestrial,Saprophagous & Phytophagous,Saprophagous & Phytophagous
Suillia apicalis,6_896,Terrestrial,N/A,Fungivore
Sylvicola cinctus,6_897,Terrestrial,Phytophagous,Predaceous
Bibio nervosus,6_94,Terrestrial,N/A,Saprophagous
Megaselia longicostalis,61_537,Terrestrial,Saprophagous,Saprophagous
Megaselia shatesae,62_537,Terrestrial,Saprophagous,Saprophagous
Megaselia eccoptomera,64_537,Terrestrial,Saprophagous,Saprophagous
Megaselia subpalpalis,65_537,Terrestrial,Saprophagous,Saprophagous
Tipula serta,65_944,Aquatic,Phytophagous,Phytophagous
Tipula paludosa,67_944,Terrestrial,Phytophagous,Phytophagous
Boletina dissipata,7_106,Terrestrial,N/A,Saprophagous
Camptochaeta flagellifera,7_136,Terrestrial,N/A,Fungivore
Cricotopus sp. 13ES,7_228,Aquatic,N/A,Phytophagous
Culicoides travisi,7_239,SemiAquatic,Predaceous & Phytophagous,Omnivores 
Culiseta inornata,7_240,Aquatic,Predaceous & Phytophagous,Omnivores 
Dicrotendipes tritomus,7_276,Aquatic,N/A,Phytophagous
Helina pectinata,7_409,Terrestrial,Saprophagous,Saprophagous
Limonia nubeculosa,7_502,SemiAquatic,Phytophagous,Saprophagous
Megaselia infraposita,7_537,Terrestrial,Saprophagous,Saprophagous
Metalimnobia solitaria,7_558,SemiAquatic,N/A,Saprophagous
Molophilus oligacanthus,7_578,SemiAquatic,N/A,Saprophagous
Parakiefferiella scandica,7_673,Aquatic,N/A,Phytophagous
Pegomya winthemi,7_692,Terrestrial,Phytophagous,Phytophagous
Pherbellia tenuipes,7_713,Aquatic,Phytophagous,Predaceous
Prosimulium mixtum,7_763,Aquatic,Predaceous & Phytophagous,Phytophagous
Psectrocladius sordidellus,7_768,Aquatic,N/A,Phytophagous
Tomosvaryella sp. ON16,7_948,Terrestrial,Phytophagous,Parasitic
Camptochaeta delicata,8_136,Terrestrial,N/A,Fungivore
Cheilosia latrans,8_167,Terrestrial,Phytophagous,Phytophagous
Forcipomyia glauca,8_369,Terrestrial,Predaceous & Phytophagous,Omnivores 
Helina rufitibia,8_409,Terrestrial,Saprophagous,Saprophagous
Micropsectra recurvata,8_571,Aquatic,N/A,Phytophagous
Paraphaenocladius impensus,8_677,Aquatic,N/A,Phytophagous
Peromyia perpusilla,8_704,Terrestrial,N/A,Phytophagous
Procladius cf. fuscus,8_759,Aquatic,N/A,Predaceous
Prosimulium arvum,8_763,Aquatic,Predaceous & Phytophagous,Phytophagous
Psychoda alternata,8_786,SemiAquatic,Saprophagous,Saprophagous
Sarcophaga aldrichi,8_825,Terrestrial,Saprophagous,Saprophagous
Spelobia tufta,8_866,SemiAquatic,N/A,Saprophagous
Bibio fraternus,8_94,Terrestrial,N/A,Saprophagous
Boletina onegensis,9_106,Terrestrial,N/A,Saprophagous
Aedes vexans,9_14,Aquatic,Predaceous & Phytophagous,Omnivores 
Chalarus latifrons,9_163,Terrestrial,Phytophagous,Parasitic
Coenosia verralli,9_204,Terrestrial,Predaceous,Predaceous
Cratyna longispina,9_227,Terrestrial,N/A,Saprophagous
Forcipomyia titillans,9_369,Terrestrial,Predaceous & Phytophagous,Omnivores 
Helina cinerella,9_409,Terrestrial,Saprophagous,Saprophagous
Liriomyza helianthi,9_507,Terrestrial,Phytophagous,Phytophagous
Megaselia giraudii,9_537,Terrestrial,Saprophagous,Saprophagous
Micropsectra nigripila,9_571,Aquatic,N/A,Phytophagous
Paraphaenocladius brevinervis,9_677,Aquatic,N/A,Phytophagous
Paratanytarsus sp. TE03,9_683,Aquatic,N/A,Saprophagous
Phyllomyza sp. VLB6,9_727,Terrestrial,Saprophagous,Saprophagous
Phytomyza periclymeni,9_733,Terrestrial,Phytophagous,Phytophagous
Polypedilum aviceps,9_751,Aquatic,N/A,Phytophagous
Sarcophaga polistensis,9_825,Terrestrial,Saprophagous,Saprophagous
Siphona subarctica,9_854,Terrestrial,Phytophagous,Parasitic
Trichosia townesi,9_960,Terrestrial,N/A,Saprophagous
